Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-35013,Social Media,Tier 2 City Customers,7.0,Email,97050.0,12491.0,5306.0,2312.0,559504.0,81.45,1.97,English,20.72,Premium Shoppers,01-08-2024
NY-CMP-35014,Paid Ads,College Students,9.0,"YouTube, Instagram",18885.0,1112.0,494.0,254.0,119380.0,1137.17,-0.59,English,9.85,College Students,25-07-2024
NY-CMP-35015,SEO,Working Women,22.0,YouTube,18654.0,738.0,238.0,130.0,82420.0,879.58,-0.28,Hindi,5.93,Tier 2 City Customers,04-08-2024
NY-CMP-35016,Email,College Students,24.0,"WhatsApp, Google",57503.0,3084.0,987.0,498.0,183762.0,206.52,0.79,Hindi,7.95,Tier 2 City Customers,01-04-2025
NY-CMP-35017,Influencer,Premium Shoppers,12.0,Email,96575.0,8748.0,4661.0,,1594805.0,26.84,24.44,English,16.3,Youth,15-06-2025
NY-CMP-35018,Paid Ads,Tier 2 City Customers,15.0,"Google, YouTube, Instagram",66940.0,5104.0,2282.0,1286.0,671292.0,119.4,3.37,Tamil,12.95,College Students,06-03-2025
NY-CMP-35019,Paid Ads,Tier 2 City Customers,12.0,"Google, WhatsApp",27335.0,2646.0,1169.0,832.0,632320.0,108.67,5.99,Bengali,17.0,Tier 2 City Customers,07-09-2024
NY-CMP-35020,SEO,College Students,6.0,"YouTube, Email, Facebook",28759.0,2706.0,1147.0,546.0,147966.0,107.01,1.53,,15.3,Tier 2 City Customers,02-10-2024
NY-CMP-35021,Influencer,Working Women,16.0,"Facebook, Email, YouTube",98429.0,11449.0,4354.0,1887.0,924630.0,68.92,6.11,Tamil,17.97,Working Women,17-01-2025
NY-CMP-35022,Email,Premium Shoppers,8.0,Email,99193.0,2176.0,1095.0,733.0,454460.0,331.16,0.87,Bengali,4.04,Youth,11-07-2024
NY-CMP-35023,SEO,Youth,20.0,"WhatsApp, Facebook, Google",62790.0,5855.0,1274.0,407.0,198209.0,423.96,0.15,Bengali,,Tier 2 City Customers,23-09-2024
NY-CMP-35024,Paid Ads,Youth,30.0,"YouTube, Google, WhatsApp",72693.0,9916.0,2781.0,979.0,523765.0,62.1,7.62,Tamil,18.81,Youth,13-03-2025
NY-CMP-35025,Email,College Students,25.0,"Email, Google, Facebook",67638.0,8292.0,2816.0,2010.0,1039170.0,51.35,9.07,Bengali,19.39,Premium Shoppers,07-10-2024
NY-CMP-35026,SEO,Youth,30.0,YouTube,80405.0,4014.0,1663.0,990.0,255420.0,118.26,1.18,Tamil,8.29,College Students,
NY-CMP-35027,Social Media,Premium Shoppers,23.0,,68005.0,7899.0,3455.0,2282.0,1795934.0,52.5,13.99,English,20.05,Youth,21-09-2024
NY-CMP-35028,Email,Premium Shoppers,24.0,WhatsApp,29928.0,2120.0,1167.0,719.0,161775.0,136.97,0.64,Bengali,13.39,Working Women,24-03-2025
NY-CMP-35029,SEO,Tier 2 City Customers,20.0,"WhatsApp, YouTube",16582.0,1862.0,,518.0,196322.0,109.95,2.45,English,19.1,College Students,10-02-2025
NY-CMP-35030,Influencer,Working Women,13.0,YouTube,88322.0,4948.0,2138.0,1665.0,472860.0,69.5,3.09,Tamil,9.91,Premium Shoppers,13-07-2024
NY-CMP-35031,Paid Ads,Working Women,17.0,"Email, Instagram, WhatsApp",21455.0,2501.0,1182.0,878.0,,69.32,2.27,English,21.26,Tier 2 City Customers,16-09-2024
NY-CMP-35032,Paid Ads,Youth,26.0,"WhatsApp, YouTube",16806.0,1870.0,1076.0,465.0,370140.0,593.21,0.34,Hindi,20.3,Working Women,19-07-2024
NY-CMP-35033,Social Media,Working Women,29.0,"Email, YouTube",21058.0,1679.0,486.0,381.0,177165.0,363.65,0.28,English,12.09,Youth,14-02-2025
NY-CMP-35034,Influencer,Youth,15.0,"Google, Instagram",27761.0,2735.0,767.0,248.0,,430.27,-0.49,Tamil,13.51,College Students,23-09-2024
NY-CMP-35035,SEO,Working Women,23.0,"YouTube, Google, Instagram",20308.0,1722.0,448.0,282.0,180198.0,,1.98,Bengali,12.07,Youth,
NY-CMP-35036,Email,Youth,18.0,"WhatsApp, Google, Email",80611.0,10542.0,3942.0,2119.0,760721.0,101.13,2.55,English,20.6,Working Women,22-09-2024
NY-CMP-35037,Email,,7.0,WhatsApp,28971.0,2164.0,1189.0,873.0,323883.0,169.08,1.19,Hindi,14.59,College Students,
NY-CMP-35038,Social Media,Tier 2 City Customers,5.0,"Google, Facebook, Email",16884.0,358.0,84.0,66.0,29832.0,2269.14,,Hindi,3.01,Premium Shoppers,13-05-2025
NY-CMP-35039,Email,Youth,27.0,Facebook,31107.0,1552.0,809.0,367.0,246991.0,399.33,0.69,Tamil,8.77,Tier 2 City Customers,05-05-2025
NY-CMP-35040,Influencer,Premium Shoppers,17.0,"WhatsApp, YouTube, Email",,3803.0,1383.0,892.0,558392.0,163.22,2.84,Tamil,9.35,Premium Shoppers,09-07-2024
NY-CMP-35041,Paid Ads,Youth,16.0,Google,78481.0,4884.0,1482.0,831.0,632391.0,94.98,7.01,Bengali,9.17,College Students,03-11-2024
NY-CMP-35042,Email,Youth,25.0,YouTube,,1273.0,364.0,252.0,62496.0,1071.89,-0.77,Tamil,3.57,College Students,21-10-2024
NY-CMP-35043,Influencer,Youth,22.0,Google,14048.0,299.0,83.0,46.0,28428.0,6027.46,-0.9,Hindi,3.05,Tier 2 City Customers,17-04-2025
NY-CMP-35044,Paid Ads,Youth,30.0,Facebook,88927.0,2961.0,1752.0,,227430.0,128.11,1.22,,6.2,Youth,29-11-2024
NY-CMP-35045,Paid Ads,Premium Shoppers,14.0,"Email, Facebook",68086.0,3643.0,1831.0,1216.0,438976.0,48.8,6.4,Hindi,9.83,Working Women,30-03-2025
NY-CMP-35046,Influencer,Youth,13.0,Google,47951.0,3680.0,,964.0,218828.0,295.86,-0.23,Bengali,13.95,College Students,30-12-2024
NY-CMP-35047,Email,Premium Shoppers,17.0,"Instagram, Email",74234.0,2253.0,1329.0,822.0,260574.0,127.43,1.49,,5.93,Tier 2 City Customers,15-05-2025
NY-CMP-35048,Email,Tier 2 City Customers,20.0,WhatsApp,48216.0,5929.0,,2088.0,649368.0,,5.7,,23.79,College Students,
NY-CMP-35049,Paid Ads,College Students,26.0,Google,57116.0,6277.0,1535.0,494.0,150670.0,240.91,0.27,Bengali,14.54,Working Women,21-10-2024
NY-CMP-35050,SEO,College Students,25.0,Instagram,55397.0,2445.0,1315.0,811.0,223836.0,114.26,1.42,English,8.25,Premium Shoppers,31-08-2024
NY-CMP-35051,Paid Ads,Premium Shoppers,25.0,"Email, WhatsApp, Instagram",45016.0,5180.0,1090.0,353.0,186737.0,774.47,-0.32,Hindi,14.71,Youth,05-03-2025
NY-CMP-35052,Social Media,Tier 2 City Customers,10.0,"Email, WhatsApp, Instagram",58765.0,3648.0,1879.0,1211.0,821058.0,162.81,3.16,,11.47,Youth,02-08-2024
NY-CMP-35053,SEO,Working Women,6.0,WhatsApp,46026.0,3234.0,1523.0,508.0,232156.0,414.1,0.1,Tamil,11.44,Youth,25-02-2025
NY-CMP-35054,Paid Ads,Premium Shoppers,26.0,"Email, Instagram, WhatsApp",78981.0,10246.0,5935.0,4671.0,1863729.0,12.97,29.76,Bengali,26.4,Working Women,03-11-2024
NY-CMP-35055,Social Media,College Students,17.0,WhatsApp,74695.0,3415.0,1840.0,876.0,640356.0,63.79,10.46,Bengali,8.21,College Students,04-07-2024
NY-CMP-35056,Paid Ads,College Students,20.0,Email,90220.0,8570.0,3918.0,3003.0,2348346.0,63.39,11.34,Tamil,17.17,,08-09-2024
NY-CMP-35057,SEO,Working Women,18.0,"WhatsApp, Google, Instagram",22536.0,2730.0,1419.0,725.0,,413.43,0.13,English,21.63,,18-05-2025
NY-CMP-35058,,Tier 2 City Customers,16.0,"Instagram, Email, YouTube",34229.0,4458.0,923.0,349.0,129130.0,360.45,0.03,Tamil,16.74,Premium Shoppers,11-12-2024
NY-CMP-35059,Influencer,Premium Shoppers,28.0,Instagram,69666.0,7202.0,4056.0,1390.0,745040.0,119.14,3.5,Bengali,18.16,Youth,15-11-2024
NY-CMP-35060,Social Media,College Students,7.0,"Instagram, Email",11236.0,1163.0,425.0,218.0,76082.0,792.89,-0.56,English,16.07,Youth,10-10-2024
NY-CMP-35061,SEO,College Students,23.0,"Facebook, Instagram",71467.0,1569.0,788.0,536.0,121672.0,366.4,-0.38,Tamil,4.05,Premium Shoppers,04-06-2025
NY-CMP-35062,Email,Tier 2 City Customers,20.0,Google,64250.0,7732.0,4207.0,2590.0,681170.0,106.45,1.47,Bengali,22.61,,09-08-2024
NY-CMP-35063,Paid Ads,College Students,13.0,WhatsApp,50113.0,4279.0,1630.0,1067.0,508959.0,193.88,1.46,Bengali,13.92,Tier 2 City Customers,11-11-2024
NY-CMP-35064,,Working Women,5.0,Facebook,44962.0,2239.0,1252.0,748.0,328372.0,247.12,,Tamil,9.43,College Students,15-12-2024
NY-CMP-35065,Social Media,Premium Shoppers,,"YouTube, Email, Instagram",30867.0,3144.0,1882.0,1467.0,968220.0,37.39,16.65,English,21.04,College Students,05-04-2025
NY-CMP-35066,Social Media,Youth,25.0,"WhatsApp, YouTube, Email",10643.0,1559.0,779.0,,,302.5,0.4,Hindi,25.29,Premium Shoppers,27-03-2025
NY-CMP-35067,Influencer,Youth,18.0,"WhatsApp, Email",91315.0,3926.0,1788.0,1415.0,983425.0,50.05,12.89,English,7.81,Tier 2 City Customers,07-02-2025
NY-CMP-35068,Social Media,Youth,20.0,"Facebook, WhatsApp, Google",22925.0,1397.0,824.0,450.0,299250.0,355.08,0.87,Tamil,11.65,College Students,26-09-2024
NY-CMP-35069,Email,College Students,28.0,"Google, YouTube",28075.0,1832.0,1019.0,728.0,238784.0,70.53,,Bengali,12.75,Working Women,05-01-2025
NY-CMP-35070,SEO,Tier 2 City Customers,12.0,Email,34099.0,4027.0,1820.0,,562883.0,169.44,1.3,Tamil,21.39,Working Women,18-11-2024
NY-CMP-35071,Social Media,Working Women,29.0,YouTube,11458.0,468.0,,78.0,57720.0,3547.33,-0.79,,5.69,Premium Shoppers,15-09-2024
NY-CMP-35072,Email,College Students,27.0,Facebook,92471.0,8367.0,,2146.0,1180300.0,,13.4,Bengali,14.67,Premium Shoppers,25-04-2025
NY-CMP-35073,SEO,Premium Shoppers,26.0,"Google, WhatsApp, YouTube",56093.0,2755.0,903.0,364.0,226408.0,340.8,0.83,Tamil,7.17,Youth,22-10-2024
NY-CMP-35074,Influencer,Youth,16.0,"WhatsApp, Email, Facebook",62507.0,9262.0,2092.0,1162.0,916818.0,,3.07,English,20.02,College Students,
NY-CMP-35075,Paid Ads,Working Women,20.0,"Instagram, Email",42294.0,3858.0,1596.0,846.0,354474.0,131.54,2.19,Hindi,14.9,College Students,13-05-2025
NY-CMP-35076,SEO,Premium Shoppers,28.0,"WhatsApp, Email, Instagram",62359.0,7398.0,3773.0,2556.0,1155312.0,107.92,3.19,Hindi,22.01,Tier 2 City Customers,19-08-2024
NY-CMP-35077,Email,Working Women,26.0,"Instagram, WhatsApp, Facebook",10726.0,950.0,391.0,225.0,114525.0,699.01,-0.27,Hindi,14.6,Youth,10-08-2024
NY-CMP-35078,Social Media,Youth,10.0,"Facebook, Instagram, Email",89005.0,7664.0,2891.0,2223.0,711360.0,37.95,7.43,Bengali,14.36,College Students,27-01-2025
NY-CMP-35079,Influencer,,27.0,Instagram,22743.0,,788.0,254.0,157226.0,523.54,0.18,Hindi,15.51,Working Women,25-07-2024
NY-CMP-35080,,Working Women,11.0,"Facebook, WhatsApp, Email",55773.0,6133.0,3421.0,1162.0,847098.0,121.93,4.98,Hindi,19.21,Tier 2 City Customers,
NY-CMP-35081,SEO,College Students,7.0,"Facebook, WhatsApp, Google",43423.0,1299.0,490.0,373.0,178294.0,534.27,-0.11,Tamil,4.98,College Students,
NY-CMP-35082,Influencer,College Students,26.0,Facebook,73899.0,9910.0,2024.0,658.0,425726.0,,2.39,Hindi,17.04,Premium Shoppers,09-09-2024
NY-CMP-35083,Paid Ads,College Students,17.0,Email,37433.0,3460.0,1086.0,799.0,385118.0,268.5,0.8,Hindi,14.28,Premium Shoppers,31-10-2024
NY-CMP-35084,SEO,Premium Shoppers,25.0,"Facebook, YouTube, WhatsApp",48047.0,2014.0,,361.0,220210.0,789.76,-0.23,Tamil,7.3,College Students,15-02-2025
NY-CMP-35085,Paid Ads,College Students,25.0,YouTube,54492.0,,2910.0,1918.0,880362.0,148.08,2.1,Tamil,20.85,Premium Shoppers,30-11-2024
NY-CMP-35086,Email,Tier 2 City Customers,10.0,Instagram,79970.0,6417.0,1778.0,597.0,407154.0,94.92,6.18,Bengali,10.99,College Students,04-06-2025
NY-CMP-35087,Social Media,Premium Shoppers,30.0,Facebook,77648.0,,1648.0,795.0,293355.0,231.27,0.6,Tamil,9.59,Youth,20-03-2025
NY-CMP-35088,Paid Ads,Youth,9.0,Google,69041.0,9140.0,2209.0,1451.0,966366.0,61.29,9.87,Bengali,18.54,College Students,07-09-2024
NY-CMP-35089,Paid Ads,Tier 2 City Customers,6.0,,59347.0,3523.0,1229.0,373.0,124955.0,658.15,-0.49,Tamil,8.64,Premium Shoppers,08-03-2025
NY-CMP-35090,SEO,College Students,9.0,"Email, Facebook",53912.0,2784.0,1303.0,1010.0,663570.0,128.16,4.13,Bengali,9.45,Youth,22-01-2025
NY-CMP-35091,Influencer,Premium Shoppers,22.0,"Google, WhatsApp",62187.0,3098.0,1544.0,912.0,551760.0,155.47,2.89,Hindi,8.93,Youth,13-03-2025
NY-CMP-35092,,Tier 2 City Customers,12.0,WhatsApp,49078.0,6237.0,2729.0,1816.0,394072.0,97.05,1.24,Bengali,21.97,Tier 2 City Customers,
NY-CMP-35093,Paid Ads,Premium Shoppers,28.0,YouTube,33281.0,3905.0,1119.0,426.0,297774.0,440.16,0.59,English,16.38,Working Women,04-07-2024
NY-CMP-35094,,Tier 2 City Customers,30.0,"Instagram, Google",15170.0,2173.0,902.0,323.0,235144.0,889.14,-0.18,Bengali,22.4,Working Women,23-10-2024
NY-CMP-35095,SEO,Youth,30.0,Facebook,77363.0,6310.0,2882.0,1021.0,676923.0,158.73,3.18,English,13.2,Premium Shoppers,29-04-2025
NY-CMP-35096,Email,College Students,11.0,Facebook,27162.0,2857.0,1344.0,706.0,437014.0,293.01,1.11,Hindi,18.07,Youth,29-09-2024
NY-CMP-35097,Paid Ads,Tier 2 City Customers,8.0,"YouTube, WhatsApp, Google",45261.0,4032.0,1113.0,485.0,210975.0,495.3,-0.12,Hindi,12.44,College Students,08-06-2025
NY-CMP-35098,SEO,College Students,12.0,"Facebook, Instagram",84384.0,6019.0,,865.0,230090.0,150.69,0.77,Tamil,10.94,Tier 2 City Customers,24-02-2025
NY-CMP-35099,SEO,College Students,14.0,WhatsApp,49220.0,5774.0,1253.0,858.0,483912.0,216.54,1.6,Hindi,16.02,Youth,18-05-2025
NY-CMP-35100,Influencer,Tier 2 City Customers,28.0,Instagram,71846.0,,2989.0,1874.0,1261202.0,156.34,3.3,Bengali,16.26,Premium Shoppers,06-04-2025
NY-CMP-35101,Influencer,Premium Shoppers,24.0,"Instagram, Facebook, Email",,2920.0,607.0,353.0,236863.0,,-0.02,Tamil,6.18,Tier 2 City Customers,30-05-2025
NY-CMP-35102,Email,Premium Shoppers,18.0,,81833.0,11149.0,2391.0,1853.0,787525.0,30.01,13.16,English,18.81,College Students,26-11-2024
NY-CMP-35103,Influencer,Youth,24.0,Email,68978.0,1669.0,471.0,366.0,89304.0,525.77,-0.54,Bengali,3.63,Tier 2 City Customers,19-07-2024
NY-CMP-35104,Influencer,College Students,21.0,"YouTube, WhatsApp",15294.0,,476.0,226.0,165884.0,702.51,0.04,English,15.6,College Students,27-10-2024
NY-CMP-35105,Paid Ads,Youth,,"Google, Facebook",25958.0,2301.0,1339.0,655.0,338635.0,410.57,,English,16.55,Premium Shoppers,21-03-2025
NY-CMP-35106,SEO,Youth,21.0,"Google, WhatsApp",94929.0,10951.0,6124.0,2696.0,1242856.0,49.44,8.32,English,20.83,,26-02-2025
NY-CMP-35107,Email,Youth,13.0,Facebook,63897.0,2822.0,964.0,540.0,299160.0,165.79,2.34,Tamil,6.77,Tier 2 City Customers,01-11-2024
NY-CMP-35108,Influencer,College Students,17.0,"WhatsApp, Google",89836.0,,3288.0,1162.0,913332.0,204.09,2.85,English,17.92,Youth,15-07-2024
NY-CMP-35109,Influencer,College Students,17.0,"WhatsApp, Google, Email",89688.0,5504.0,3178.0,1657.0,432477.0,114.64,1.28,Tamil,11.53,Youth,03-01-2025
NY-CMP-35110,Social Media,Working Women,30.0,"Facebook, WhatsApp",10902.0,318.0,94.0,74.0,19536.0,2184.8,-0.88,Hindi,4.46,Tier 2 City Customers,21-09-2024
NY-CMP-35111,Paid Ads,Working Women,28.0,"YouTube, Email, Facebook",81981.0,7444.0,3879.0,2239.0,566467.0,76.13,2.32,Hindi,16.54,Youth,05-07-2024
NY-CMP-35112,Email,Tier 2 City Customers,15.0,"YouTube, Email, Google",91131.0,11401.0,4937.0,1750.0,1398250.0,31.44,24.41,Hindi,19.85,College Students,
NY-CMP-35113,Email,Tier 2 City Customers,19.0,Instagram,,6335.0,3138.0,1804.0,1221308.0,,10.57,Hindi,12.39,Youth,12-04-2025
NY-CMP-35114,Influencer,,28.0,"Instagram, Email, WhatsApp",47658.0,6964.0,3428.0,1105.0,269620.0,185.09,0.32,Tamil,24.12,Working Women,22-05-2025
NY-CMP-35115,Influencer,Youth,13.0,WhatsApp,53922.0,8069.0,4448.0,3378.0,716136.0,42.63,3.97,Tamil,29.48,Youth,17-09-2024
NY-CMP-35116,Influencer,Youth,18.0,,82382.0,7880.0,2719.0,880.0,,248.23,-0.07,Tamil,13.93,Youth,21-03-2025
NY-CMP-35117,Email,Premium Shoppers,16.0,"Facebook, Google",,2414.0,552.0,433.0,345967.0,667.14,0.2,Bengali,16.72,Premium Shoppers,21-03-2025
NY-CMP-35118,Email,Premium Shoppers,12.0,WhatsApp,31359.0,2999.0,1413.0,813.0,536580.0,120.35,4.48,Hindi,16.66,Tier 2 City Customers,22-09-2024
NY-CMP-35119,SEO,Tier 2 City Customers,30.0,Google,36798.0,2812.0,1122.0,652.0,297312.0,135.0,2.38,Tamil,,Youth,
NY-CMP-35120,Social Media,College Students,24.0,"YouTube, Facebook",70644.0,7281.0,3821.0,2844.0,1894104.0,50.68,12.14,Tamil,19.74,Premium Shoppers,01-01-2025
NY-CMP-35121,Influencer,Tier 2 City Customers,19.0,"WhatsApp, Email, Instagram",95775.0,9473.0,2647.0,1503.0,422343.0,142.24,0.98,Hindi,14.22,College Students,09-08-2024
NY-CMP-35122,Paid Ads,College Students,13.0,Email,18496.0,2532.0,962.0,326.0,155828.0,446.54,0.07,Bengali,,Working Women,21-08-2024
NY-CMP-35123,SEO,Tier 2 City Customers,30.0,"YouTube, Instagram",91795.0,3457.0,1667.0,1092.0,241332.0,79.58,1.78,Hindi,,,21-02-2025
NY-CMP-35124,Influencer,College Students,17.0,"Facebook, Instagram, Email",64064.0,1409.0,803.0,324.0,109188.0,903.49,-0.63,Tamil,3.96,Tier 2 City Customers,13-11-2024
NY-CMP-35125,Influencer,College Students,,"Google, Facebook",16828.0,349.0,111.0,82.0,23452.0,3280.8,-0.91,Hindi,3.22,College Students,17-04-2025
NY-CMP-35126,SEO,Premium Shoppers,26.0,"Email, WhatsApp, Google",42014.0,5089.0,1915.0,801.0,330813.0,224.33,0.84,Hindi,18.58,Premium Shoppers,02-06-2025
NY-CMP-35127,Paid Ads,Premium Shoppers,10.0,"Google, YouTube, Email",50295.0,7425.0,3068.0,1951.0,1334484.0,145.29,3.71,Hindi,24.74,Working Women,20-03-2025
NY-CMP-35128,Social Media,Tier 2 City Customers,27.0,YouTube,79998.0,,3167.0,1432.0,485448.0,52.63,5.44,Bengali,19.59,Working Women,20-07-2024
NY-CMP-35129,Paid Ads,Premium Shoppers,21.0,Email,63311.0,3923.0,1567.0,473.0,202444.0,563.13,-0.24,Bengali,9.42,Tier 2 City Customers,19-07-2024
NY-CMP-35130,Paid Ads,College Students,23.0,"Facebook, Email, Instagram",41249.0,2399.0,831.0,353.0,194150.0,346.52,0.59,Hindi,8.69,College Students,04-04-2025
NY-CMP-35131,Email,Tier 2 City Customers,15.0,YouTube,41238.0,5901.0,2201.0,973.0,593530.0,185.77,2.28,Hindi,22.01,Working Women,03-07-2024
NY-CMP-35132,Social Media,College Students,30.0,WhatsApp,24173.0,1969.0,888.0,490.0,354270.0,149.81,3.83,,,Youth,20-04-2025
NY-CMP-35133,Email,Working Women,19.0,"WhatsApp, Instagram",78962.0,4916.0,1424.0,503.0,175044.0,542.68,-0.36,Tamil,8.67,Premium Shoppers,08-10-2024
NY-CMP-35134,,College Students,10.0,YouTube,47760.0,4511.0,2017.0,802.0,,283.57,0.8,Hindi,15.35,Premium Shoppers,18-02-2025
NY-CMP-35135,Influencer,,19.0,"Facebook, WhatsApp",76516.0,5896.0,1908.0,869.0,563112.0,273.13,1.37,Tamil,11.33,College Students,19-05-2025
NY-CMP-35136,Social Media,,18.0,WhatsApp,34809.0,3229.0,1311.0,916.0,289456.0,67.34,3.69,Bengali,15.67,Premium Shoppers,19-04-2025
NY-CMP-35137,Social Media,Tier 2 City Customers,20.0,"Google, Instagram, YouTube",31234.0,2548.0,984.0,702.0,462618.0,246.72,1.67,Hindi,13.56,Tier 2 City Customers,10-11-2024
NY-CMP-35138,Social Media,Tier 2 City Customers,30.0,"Email, WhatsApp",21090.0,2954.0,,385.0,,747.5,-0.48,Hindi,19.46,Youth,07-10-2024
NY-CMP-35139,,Youth,10.0,Instagram,,4175.0,,641.0,278194.0,309.49,0.4,Hindi,9.46,Working Women,02-12-2024
NY-CMP-35140,Influencer,College Students,20.0,"Instagram, Google, Email",30185.0,790.0,420.0,143.0,106964.0,1746.47,-0.57,English,4.48,Premium Shoppers,11-03-2025
NY-CMP-35141,Email,Tier 2 City Customers,8.0,"Instagram, Google, WhatsApp",48434.0,3796.0,2260.0,734.0,303876.0,263.15,0.57,Bengali,14.02,Tier 2 City Customers,08-06-2025
NY-CMP-35142,Email,Tier 2 City Customers,18.0,"Facebook, Email",44671.0,,,715.0,351065.0,283.8,0.73,English,12.58,College Students,20-04-2025
NY-CMP-35143,Social Media,Working Women,11.0,Instagram,57952.0,6984.0,2168.0,1066.0,386958.0,195.83,0.85,Tamil,17.63,Premium Shoppers,12-03-2025
NY-CMP-35144,Email,Working Women,29.0,"WhatsApp, Email, Instagram",68350.0,9757.0,4559.0,3214.0,2175878.0,60.02,10.28,Bengali,25.65,College Students,30-04-2025
NY-CMP-35145,Influencer,College Students,,"Instagram, YouTube",92411.0,,5358.0,4111.0,1060638.0,64.29,3.01,Bengali,24.15,Youth,20-10-2024
NY-CMP-35146,Email,Premium Shoppers,27.0,Email,93285.0,3412.0,1630.0,1088.0,785536.0,53.15,12.58,Bengali,6.57,Youth,20-10-2024
NY-CMP-35147,Influencer,,28.0,"Email, Google, Facebook",28595.0,2647.0,1498.0,741.0,401622.0,355.58,,Tamil,17.09,Working Women,15-01-2025
NY-CMP-35148,SEO,Premium Shoppers,10.0,YouTube,20369.0,822.0,187.0,,91866.0,,-0.68,Tamil,5.55,Premium Shoppers,09-11-2024
NY-CMP-35149,Paid Ads,Youth,7.0,Facebook,80378.0,4253.0,937.0,708.0,349752.0,166.86,1.96,English,,Premium Shoppers,24-08-2024
NY-CMP-35150,Paid Ads,College Students,8.0,"Instagram, Facebook, Google",,2249.0,539.0,234.0,70200.0,1260.59,-0.76,Hindi,8.61,Premium Shoppers,09-08-2024
NY-CMP-35151,SEO,Premium Shoppers,13.0,"Email, Instagram",84249.0,10935.0,6449.0,4278.0,2951820.0,25.61,25.94,Tamil,25.71,Youth,24-02-2025
NY-CMP-35152,Influencer,College Students,18.0,"Email, YouTube",31483.0,3653.0,1891.0,,514290.0,200.22,1.17,Hindi,21.37,Tier 2 City Customers,02-10-2024
NY-CMP-35153,SEO,,,"Facebook, Email, Google",85610.0,3400.0,1443.0,955.0,280770.0,,0.3,Tamil,6.77,,15-05-2025
NY-CMP-35154,Influencer,Tier 2 City Customers,24.0,Email,24915.0,3215.0,1460.0,1019.0,725528.0,160.38,3.44,Hindi,22.85,Youth,09-03-2025
NY-CMP-35155,Influencer,Tier 2 City Customers,29.0,YouTube,29386.0,3380.0,1785.0,,880740.0,128.15,3.92,Bengali,22.33,Premium Shoppers,23-04-2025
NY-CMP-35156,Email,,11.0,"Google, Email",73181.0,6814.0,,2206.0,1396398.0,35.86,,Hindi,17.82,Premium Shoppers,20-05-2025
NY-CMP-35157,Influencer,Premium Shoppers,6.0,"Google, Instagram, YouTube",35945.0,935.0,351.0,176.0,131824.0,1113.37,-0.33,English,4.07,Premium Shoppers,12-07-2024
NY-CMP-35158,Paid Ads,Tier 2 City Customers,29.0,YouTube,67177.0,3227.0,1462.0,689.0,261820.0,246.62,0.54,Bengali,8.01,Tier 2 City Customers,06-12-2024
NY-CMP-35159,Email,Youth,17.0,"Instagram, WhatsApp, YouTube",43002.0,3378.0,1706.0,681.0,297597.0,261.53,0.67,English,13.41,Premium Shoppers,
NY-CMP-35160,Paid Ads,Premium Shoppers,18.0,"Facebook, WhatsApp",77089.0,8780.0,4849.0,2903.0,2264340.0,20.24,37.54,English,21.45,Youth,06-02-2025
NY-CMP-35161,Email,Working Women,17.0,"Google, YouTube",28704.0,1361.0,644.0,421.0,293016.0,137.24,4.07,Bengali,8.45,Working Women,12-05-2025
NY-CMP-35162,SEO,Premium Shoppers,21.0,Facebook,20951.0,937.0,335.0,243.0,150174.0,596.6,,English,7.23,Tier 2 City Customers,20-03-2025
NY-CMP-35163,Paid Ads,Premium Shoppers,,Email,19822.0,1343.0,518.0,336.0,160272.0,701.78,-0.32,Hindi,11.08,Tier 2 City Customers,04-01-2025
NY-CMP-35164,Influencer,Premium Shoppers,14.0,"Google, Facebook",14718.0,1896.0,403.0,122.0,68320.0,1635.18,-0.66,Hindi,16.45,College Students,10-09-2024
NY-CMP-35165,Social Media,Youth,5.0,,28469.0,1670.0,988.0,500.0,245500.0,155.71,2.15,English,11.09,Premium Shoppers,04-06-2025
NY-CMP-35166,Paid Ads,Working Women,23.0,"Email, Instagram",48648.0,1646.0,740.0,317.0,167059.0,584.85,-0.1,English,5.56,Youth,01-03-2025
NY-CMP-35167,Email,Tier 2 City Customers,21.0,"Instagram, Email, WhatsApp",16218.0,919.0,258.0,130.0,87620.0,2168.5,-0.69,Hindi,8.06,College Students,16-10-2024
NY-CMP-35168,SEO,Premium Shoppers,23.0,"Google, Instagram",88277.0,3692.0,1314.0,920.0,602600.0,178.55,2.67,Bengali,6.71,Youth,30-12-2024
NY-CMP-35169,Influencer,Youth,26.0,"WhatsApp, Facebook, YouTube",,1998.0,841.0,619.0,246981.0,,0.2,English,3.59,Premium Shoppers,17-03-2025
NY-CMP-35170,Email,College Students,23.0,WhatsApp,79408.0,,1199.0,785.0,565985.0,,8.97,,5.97,Tier 2 City Customers,07-09-2024
NY-CMP-35171,Paid Ads,Tier 2 City Customers,22.0,"Facebook, WhatsApp, Email",26607.0,3548.0,951.0,456.0,296400.0,519.41,0.25,Bengali,18.62,Tier 2 City Customers,31-07-2024
NY-CMP-35172,Email,Working Women,10.0,"YouTube, Instagram, WhatsApp",55285.0,7369.0,3440.0,2254.0,975982.0,95.6,3.53,English,23.63,Working Women,06-10-2024
NY-CMP-35173,Email,Working Women,20.0,Email,58716.0,6129.0,2787.0,,990782.0,101.68,6.07,Tamil,17.53,College Students,12-07-2024
